Genre,Title,Audience Score,Critics Score,Synopsis,Director
musical,The Lion King,93,92,"This Disney animated feature follows the adventures of the young lion Simba (Jonathan Taylor Thomas), the heir of his father, Mufasa (James Earl Jones). Simba's wicked uncle, Scar (Jeremy Irons), plots to usurp Mufasa's throne by luring father and son into a stampede of wildebeests. But Simba escapes, and only Mufasa is killed. Simba returns as an adult (Matthew Broderick) to take back his homeland from Scar with the help of his friends Timon (Nathan Lane) and Pumbaa (Ernie Sabella).","Roger Allers, Rob Minkoff"
musical,Mamma Mia!,66,55,"Donna (Meryl Streep), an independent hotelier in the Greek islands, is preparing for her daughter's wedding with the help of two old friends. Meanwhile Sophie, the spirited bride, has a plan. She secretly invites three men from her mother's past in hope of meeting her real father and having him escort her down the aisle on her big day.",Phyllida Lloyd
musical,Rocketman,88,89,"Young Reginald Dwight changes his name to Elton John and collaborates with singer-songwriter Bernie Taupin to become one of the most iconic figures in pop history. Set to his most beloved songs, it's the epic musical story of Elton John, his breakthrough years in the 1970s and his fantastical transformation from shy piano prodigy to international superstar.",Dexter Fletcher
musical,West Side Story,93,92,Love at first sight strikes when young Tony spots Maria at a high school dance in 1957 New York City. Their burgeoning romance helps to fuel the fire between the warring Jets and Sharks -- two rival gangs vying for control of the streets.,Steven Spielberg
musical,The Wizard of Oz,89,98,"When a tornado rips through Kansas, Dorothy (Judy Garland) and her dog, Toto, are whisked away in their house to the magical land of Oz. They follow the Yellow Brick Road toward the Emerald City to meet the Wizard, and en route they meet a Scarecrow (Ray Bolger) that needs a brain, a Tin Man (Jack Haley) missing a heart, and a Cowardly Lion (Bert Lahr) who wants courage. The wizard asks the group to bring him the broom of the Wicked Witch of the West (Margaret Hamilton) to earn his help.",Victor Fleming
musical,Tangled,87,89,"When the kingdom's most-wanted bandit, Flynn Rider (Zachary Levi), hides in a convenient tower, he immediately becomes a captive of Rapunzel (Mandy Moore), the spire's longtime resident. Crowned with 70 feet of magical golden hair, she has been locked away for years and desperately wants freedom. The feisty teenager strikes a deal with Flynn, and together they begin a whirlwind adventure.","Nathan Greno, Byron Howard"
musical,Frozen,85,90,"When their kingdom becomes trapped in perpetual winter, fearless Anna (Kristen Bell) joins forces with mountaineer Kristoff (Jonathan Groff) and his reindeer sidekick to find Anna's sister, Snow Queen Elsa (Idina Menzel), and break her icy spell. Although their epic journey leads them to encounters with mystical trolls, a comedic snowman (Josh Gad), harsh conditions, and magic at every turn, Anna and Kristoff bravely push onward in a race to save their kingdom from winter's cold grip.","Chris Buck, Jennifer Lee"
musical,Eurovision Song Contest: The Story of Fire Saga,77,64,"Two small-town singers chase their pop star dreams at a global music competition, where scheming rivals, high stakes and onstage mishaps test their bond.",David Dobkin
musical,Flora and Son,83,93,"Single mom Flora (Eve Hewson) is at a loss about what to do with her rebellious teenage son, Max (Orén Kinlan). Encouraged by the police to find Max a hobby, Flora tries to occupy him with a beat-up acoustic guitar. With the help of a washed-up LA musician (Joseph Gordon-Levitt), Flora and Max discover the transformative power of music. From the musical mind of John Carney, ""Flora and Son"" explores the bond between a mother and son on a journey toward a new harmony.",John Carney
musical,Frozen II,92,77,"Elsa the Snow Queen has an extraordinary gift -- the power to create ice and snow. But no matter how happy she is to be surrounded by the people of Arendelle, Elsa finds herself strangely unsettled. After hearing a mysterious voice call out to her, Elsa travels to the enchanted forests and dark seas beyond her kingdom -- an adventure that soon turns into a journey of self-discovery.","Chris Buck, Jennifer Lee"
musical,The Prince of Egypt,90,79,"In this animated retelling of the Book of Exodus, Egyptian Prince Moses (Val Kilmer), upon discovering his roots as a Jewish slave, embarks on a quest to free his people from bondage. When his plea is denied by his brother Rameses (Ralph Fiennes), the new pharaoh, a series of horrific plagues strike Egypt. Moses finally leads the Israelites to freedom by parting the Red Sea and drowning the Egyptian army. God then gives Moses the Ten Commandments, a list of rules for his people to live by.","Brenda Chapman, Steve Hickner, Simon Wells"
musical,Cats,53,19,A tribe of cats must decide yearly which one will ascend to the Heaviside Layer and come back to a new life.,Tom Hooper
nature,Billy & Molly: An Otter Love Story,100,100,"When a wild otter in desperate need of help washes up on his jetty in the remote Scottish islands of Shetland, Billy, his wife Susan, and their devoted sheepdog Jade find themselves with a unique new member of their family.",Charlie Hamilton-James
nature,Fin,89,82,"In FIN, Roth and a professional group of scientists, researchers and activists sail around the globe to unveil the truth behind the death of millions of sharks, exposing the criminal enterprise that is impacting the extinction of the misunderstood creatures. FIN features work from photographer Michael Muller and the support of organizations such as Oceana, Sea Shepherd, and Wild Aid.",Eli Roth
nature,Wild Life,72,91,"WILD LIFE follows conservationist Kris Tompkins on an epic, decades-spanning love story as wild as the landscapes she dedicated her life to protecting. After falling in love in mid-life, Kris and the outdoorsman and entrepreneur Doug Tompkins left behind the world of the massively successful outdoor brands they'd helped pioneer -- Patagonia, The North Face, and Esprit -- and turned their attention to a visionary effort to create National Parks throughout Chile and Argentina. WILD LIFE chronicles the highs and lows of their journey to effect the largest private land donation in history.","Jimmy Chin, Elizabeth Chai Vasarhelyi"
nature,The Year Earth Changed,97,100,"Narrated by David Attenborough, never-before-seen footage shows how our living in lockdown opened the door for nature to bounce back and thrive. Across the seas, skies, and lands, Earth found its rhythm when we came to a stop.",Tom Beard
nature,March of the Penguins 2: The Next Step,86,100,A young penguin answers a mysterious call compelling the animals to venture to an unknown destination.,Luc Jacquet
nature,The River Runs On,100,,"The River Runs On follows conservationists throughout southern Appalachia as they struggle to manage two of the most important national forests in America: the Pisgah and Nantahala. The film revolves around the Pisgah-Nantahala Forest Plan, a plan the US Forest Service is finalizing that will dictate how these two national forests are managed for the next twenty years. The result is a meditation on our relationship to nature, our role in managing lands and what it may mean for the future.",Garrett Martin
nature,Attack of the Murder Hornets,,86,"As the Murder Hornet makes national headlines, a small town crew of beekeepers and scientists band together to protect their quiet Washington community from the dangerous invasive species. The fate of the North American honeybee hangs in the balance.",Michael Stephenson
